vocabulary,ni,occurrences
seja,23,"[['1', 1], ['2', 1], ['3', 2], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['21', 1], ['23', 1], ['43', 1], ['60', 2], ['64', 2], ['68', 2], ['69', 2], ['70', 2], ['71', 2], ['74', 2], ['75', 2]]"
seldom,1,"[['23', 1]]"
selecao,1,"[['20', 1]]"
seleciona,4,"[['11', 3], ['15', 2], ['16', 2], ['18', 2]]"
selecionadas.,3,"[['3', 2], ['4', 2], ['7', 2]]"
selecionar,2,"[['21', 2], ['23', 1]]"
selecione,9,"[['1', 2], ['2', 2], ['3', 3], ['4', 3], ['7', 3], ['8', 2], ['9', 3], ['21', 1], ['23', 1]]"
selecionou,2,"[['21', 1], ['23', 1]]"
selection,1,"[['22', 1]]"
selections,1,"[['22', 1]]"
self,1,"[['9', 1]]"
selfie,6,"[['2', 3], ['8', 7], ['15', 1], ['22', 1], ['23', 1], ['43', 1]]"
seller,2,"[['9', 1], ['21', 1]]"
seller.,1,"[['21', 2]]"
sellers,1,"[['22', 2]]"
sem,16,"[['2', 14], ['3', 27], ['4', 24], ['7', 21], ['8', 18], ['9', 14], ['22', 1], ['24', 1], ['60', 2], ['64', 2], ['68', 3], ['69', 5], ['70', 4], ['71', 2], ['74', 3], ['75', 3]]"
semana,3,"[['3', 1], ['4', 1], ['70', 1]]"
semelhante,2,"[['1', 1], ['3', 1]]"
seminovo,2,"[['23', 5], ['24', 1]]"
seminovos,1,"[['24', 4]]"
sempre,6,"[['3', 3], ['4', 1], ['7', 1], ['68', 1], ['69', 1], ['74', 1]]"
sendo,2,"[['3', 1], ['4', 2]]"
sensacional,1,"[['4', 2]]"
sense,1,"[['22', 1]]"
sensivel,1,"[['3', 1]]"
sensor,11,"[['3', 2], ['11', 5], ['15', 5], ['16', 2], ['18', 13], ['21', 1], ['23', 9], ['24', 4], ['68', 1], ['69', 1], ['74', 1]]"
sensores,1,"[['15', 1]]"
sent.,1,"[['23', 1]]"
separada,2,"[['21', 13], ['23', 13]]"
sept,1,"[['10', 1]]"
ser,20,"[['3', 82], ['4', 74], ['7', 74], ['9', 72], ['11', 6], ['15', 6], ['16', 6], ['18', 6], ['21', 2], ['22', 1], ['23', 2], ['24', 1], ['60', 1], ['64', 2], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
sera,6,"[['3', 8], ['4', 7], ['7', 7], ['9', 5], ['21', 3], ['23', 4]]"
serao,4,"[['3', 7], ['4', 7], ['7', 7], ['9', 7]]"
serie,1,"[['22', 3]]"
series,6,"[['1', 1], ['22', 3], ['43', 1], ['68', 1], ['74', 1], ['75', 1]]"
serious,1,"[['23', 1]]"
serra,2,"[['21', 1], ['23', 1]]"
serve,1,"[['2', 2]]"
service,2,"[['10', 3], ['23', 1]]"
services,8,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1], ['22', 1]]"
servico,6,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['20', 1]]"
servicos,13,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 2], ['9', 1], ['11', 3], ['15', 3], ['16', 3], ['18', 3], ['20', 1], ['43', 4]]"
servio,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
set,1,"[['24', 2]]"
sete,4,"[['3', 4], ['4', 4], ['7', 4], ['9', 4]]"
setembro,3,"[['3', 1], ['4', 2], ['9', 1]]"
settings.,1,"[['23', 1]]"
seu,25,"[['1', 3], ['2', 2], ['3', 18], ['4', 16], ['7', 16], ['8', 2], ['9', 7], ['11', 11], ['15', 11], ['16', 11], ['18', 11], ['20', 2], ['21', 3], ['23', 3], ['44', 1], ['45', 1], ['46', 1], ['60', 1], ['64', 5], ['68', 1], ['69', 4], ['70', 2], ['71', 1], ['74', 1], ['75', 1]]"
seus,25,"[['1', 2], ['2', 2], ['3', 7], ['4', 7], ['7', 7], ['8', 2], ['9', 7], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['20', 3], ['21', 1], ['22', 1], ['23', 1], ['24', 1], ['43', 1], ['60', 1], ['64', 1], ['68', 2], ['69', 1], ['70', 1], ['71', 1], ['74', 2], ['75', 1]]"
sex,1,"[['24', 1]]"
sexta,4,"[['2', 5], ['3', 1], ['7', 2], ['8', 3]]"
sexual,1,"[['43', 1]]"
sff,1,"[['60', 1]]"
share,1,"[['24', 1]]"
sharkoon,1,"[['60', 1]]"
shells,1,"[['22', 1]]"
shieldsquare,3,"[['44', 1], ['45', 1], ['46', 1]]"
ship,1,"[['22', 1]]"
shipping,6,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['21', 1]]"
shipping.,1,"[['23', 1]]"
ships,1,"[['22', 1]]"
shoes,1,"[['22', 1]]"
shop,9,"[['1', 2], ['2', 4], ['3', 5], ['4', 9], ['7', 5], ['8', 3], ['9', 4], ['22', 3], ['43', 2]]"
shop.,1,"[['4', 1]]"
shopviploja2021,1,"[['7', 2]]"
showing,2,"[['21', 2], ['23', 2]]"
shows,2,"[['22', 1], ['43', 1]]"
sich,1,"[['3', 1]]"
side,1,"[['22', 1]]"
sidney,1,"[['7', 1]]"
sido,4,"[['3', 9], ['4', 8], ['7', 8], ['9', 8]]"
siege,1,"[['1', 1]]"
sierra,1,"[['24', 2]]"
siga,5,"[['10', 1], ['11', 2], ['15', 2], ['16', 2], ['18', 2]]"
significa,1,"[['24', 1]]"
signs,1,"[['24', 1]]"
silber,1,"[['22', 2]]"
silicone,1,"[['2', 1]]"
silva,2,"[['4', 1], ['7', 2]]"
silver,3,"[['3', 1], ['21', 1], ['22', 5]]"
sim,13,"[['2', 1], ['3', 2], ['7', 1], ['8', 5], ['9', 2], ['11', 6], ['15', 6], ['16', 9], ['18', 5], ['21', 3], ['22', 4], ['23', 11], ['24', 6]]"
similar,1,"[['22', 1]]"
similares,7,"[['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
simlock,1,"[['22', 4]]"
simolificado,2,"[['11', 1], ['15', 1]]"
simple,2,"[['22', 2], ['24', 1]]"
simples,6,"[['3', 2], ['4', 3], ['7', 2], ['21', 1], ['23', 1], ['69', 1]]"
simples.,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
simplesmente,2,"[['24', 1], ['69', 1]]"
simplificada,1,"[['1', 1]]"
simplificado,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
sin,1,"[['3', 3]]"
singapura,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
single,4,"[['21', 1], ['22', 1], ['23', 3], ['24', 3]]"
sino,1,"[['3', 1]]"
sinta,1,"[['70', 1]]"
sinteticas,1,"[['9', 1]]"
siquiera,1,"[['3', 1]]"
sistema,10,"[['3', 8], ['4', 3], ['7', 3], ['8', 1], ['9', 2], ['11', 1], ['15', 1], ['16', 2], ['18', 1], ['69', 2]]"
sistemas,1,"[['20', 1]]"
sister,1,"[['4', 5]]"
site,25,"[['1', 1], ['3', 2], ['4', 2], ['7', 2], ['10', 3], ['11', 3], ['15', 3], ['16', 3], ['18', 3], ['20', 3], ['21', 2], ['22', 2], ['23', 2], ['24', 3], ['44', 3], ['45', 3], ['46', 3], ['60', 3], ['64', 3], ['68', 3], ['69', 3], ['70', 3], ['71', 3], ['74', 3], ['75', 3]]"
site.,3,"[['44', 1], ['45', 1], ['46', 1]]"
sites,2,"[['68', 1], ['74', 1]]"
sitzt,1,"[['3', 1]]"
six,1,"[['1', 1]]"
size,5,"[['3', 1], ['10', 1], ['21', 1], ['23', 2], ['24', 1]]"
skills,7,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1]]"
skincare,1,"[['1', 1]]"
skins,1,"[['23', 1]]"
skip,1,"[['22', 1]]"
skn6473aibi,1,"[['2', 2]]"
skuf26909,1,"[['16', 1]]"
skui17143,1,"[['18', 1]]"
skui49193,1,"[['11', 1]]"
skui57253,1,"[['15', 1]]"
sky,1,"[['2', 3]]"
skype,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
slide,5,"[['1', 2], ['20', 2], ['21', 2], ['23', 2], ['24', 3]]"
slim,1,"[['60', 1]]"
sloan,1,"[['9', 1]]"
slot,4,"[['16', 1], ['21', 1], ['23', 2], ['24', 1]]"
slots,5,"[['8', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
slow,3,"[['3', 1], ['23', 1], ['24', 1]]"
smarphone,1,"[['2', 1]]"
smart,11,"[['2', 3], ['22', 1], ['43', 1], ['60', 3], ['64', 2], ['68', 2], ['69', 2], ['70', 2], ['71', 2], ['74', 2], ['75', 2]]"
smartogo,1,"[['2', 1]]"
smartphone,21,"[['2', 34], ['3', 17], ['4', 16], ['7', 15], ['8', 17], ['9', 13], ['11', 3], ['15', 3], ['16', 2], ['18', 2], ['22', 13], ['23', 2], ['24', 5], ['43', 4], ['64', 7], ['68', 4], ['69', 3], ['70', 7], ['71', 3], ['74', 4], ['75', 3]]"
smartphone.,1,"[['22', 1]]"
smartphones,22,"[['2', 4], ['3', 2], ['4', 2], ['7', 2], ['9', 2], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['21', 3], ['22', 9], ['23', 10], ['24', 4], ['43', 1], ['60', 1], ['64', 2], ['68', 2], ['69', 2], ['70', 2], ['71', 2], ['74', 2], ['75', 2]]"
smartwatch,3,"[['2', 2], ['22', 1], ['43', 1]]"
smartwatches,2,"[['2', 2], ['20', 1]]"
smooth,1,"[['22', 1]]"
snap,2,"[['22', 2], ['23', 1]]"
snapdragon,5,"[['3', 3], ['9', 1], ['15', 3], ['21', 1], ['69', 4]]"
snow,1,"[['60', 1]]"
sob,1,"[['64', 1]]"
sobrado,1,"[['9', 1]]"
sobre,22,"[['3', 22], ['4', 15], ['7', 14], ['9', 14], ['10', 1], ['11', 5], ['15', 5], ['16', 5], ['18', 5], ['20', 2], ['21', 10], ['22', 1], ['23', 12], ['24', 4], ['60', 1], ['64', 2], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
sociais,9,"[['43', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
sofas,1,"[['43', 1]]"
software,1,"[['9', 2]]"
software.,1,"[['15', 1]]"
softwares,4,"[['3', 1], ['4', 1], ['7', 1], ['9', 1]]"
sogar,1,"[['3', 1]]"
sol,1,"[['3', 1]]"
solar,2,"[['11', 1], ['15', 1]]"
sold,1,"[['23', 1]]"
solicitacao,5,"[['3', 1], ['4', 1], ['7', 1], ['9', 1], ['22', 1]]"
solicitacao.,4,"[['3', 3], ['4', 3], ['7', 3], ['9', 1]]"
solicitada,4,"[['3', 2], ['4', 2], ['7', 2], ['9', 2]]"
solicitar,7,"[['3', 31], ['4', 31], ['7', 31], ['9', 31], ['44', 1], ['45', 1], ['46', 1]]"
solicite,5,"[['21', 1], ['23', 1], ['44', 1], ['45', 1], ['46', 1]]"
solo,1,"[['3', 1]]"
solucionados,1,"[['3', 1]]"
solucoes,1,"[['43', 1]]"
som,7,"[['2', 6], ['4', 1], ['8', 2], ['10', 1], ['18', 1], ['43', 1], ['60', 1]]"
somalia,2,"[['21', 1], ['23', 1]]"
somente,1,"[['22', 2]]"
somos,5,"[['11', 1], ['15', 1], ['16', 1], ['18', 1], ['43', 1]]"
son,1,"[['9', 1]]"
sony,2,"[['18', 1], ['69', 1]]"
soporte,1,"[['9', 2]]"
sorpresa,1,"[['3', 1]]"
sorte,1,"[['10', 1]]"
sound,1,"[['2', 1]]"
soundbar,2,"[['43', 1], ['60', 1]]"
sousa,1,"[['7', 2]]"
southeast,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
souza,1,"[['4', 2]]"
space,3,"[['2', 1], ['22', 3], ['24', 12]]"
spam,1,"[['23', 1]]"
speakerphone,1,"[['24', 1]]"
specialty,1,"[['22', 1]]"
specs,1,"[['9', 1]]"
spectrum,1,"[['23', 1]]"
speech,1,"[['24', 1]]"
speicher,1,"[['3', 2]]"
spigen,1,"[['9', 4]]"
spire,1,"[['21', 1]]"
splash,1,"[['22', 1]]"
sporting,1,"[['22', 1]]"
sports,1,"[['22', 1]]"
sprint,4,"[['21', 21], ['22', 4], ['23', 21], ['24', 3]]"
sri,2,"[['21', 2], ['23', 2]]"
ssd,1,"[['60', 4]]"
ssl.,8,"[['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
stamps,1,"[['22', 1]]"
standard,2,"[['8', 1], ['9', 1]]"
standby,4,"[['15', 1], ['16', 1], ['18', 1], ['22', 1]]"
star,1,"[['20', 2]]"
starlight,1,"[['2', 3]]"
status,4,"[['16', 1], ['21', 1], ['22', 2], ['24', 1]]"
steal,1,"[['9', 1]]"
stick,5,"[['1', 2], ['3', 7], ['4', 7], ['7', 7], ['9', 7]]"
still,1,"[['22', 1]]"
stkp6000400,1,"[['60', 1]]"
stock,1,"[['21', 1]]"
stock.,1,"[['23', 1]]"
stolen,1,"[['22', 1]]"
storage,4,"[['21', 1], ['22', 2], ['23', 2], ['24', 1]]"
store,3,"[['4', 2], ['7', 2], ['23', 2]]"
storm,1,"[['60', 1]]"
straight,3,"[['21', 2], ['22', 2], ['24', 1]]"
streaming,2,"[['1', 1], ['24', 1]]"
stride.,1,"[['22', 1]]"
stronger,1,"[['24', 1]]"
style,4,"[['21', 1], ['22', 1], ['23', 3], ['24', 1]]"
stylo,1,"[['24', 1]]"
stylus,1,"[['24', 1]]"
sua,19,"[['1', 3], ['2', 1], ['3', 66], ['4', 65], ['7', 65], ['8', 1], ['9', 59], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['20', 2], ['23', 1], ['24', 3], ['43', 3], ['60', 1], ['64', 1], ['69', 2], ['75', 1]]"
suaili,1,"[['18', 1]]"
suas,14,"[['1', 1], ['2', 1], ['3', 7], ['4', 5], ['7', 5], ['8', 1], ['9', 3], ['20', 1], ['21', 3], ['22', 1], ['23', 3], ['68', 1], ['74', 1], ['75', 1]]"
suave,1,"[['69', 1]]"
suazilandia,2,"[['21', 1], ['23', 1]]"
submersion,1,"[['22', 1]]"
submeter,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
subscrever,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
subtotal,3,"[['3', 2], ['4', 2], ['7', 2]]"
subwoofer,1,"[['60', 1]]"
sucedido,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
sudao,2,"[['21', 1], ['23', 1]]"
suecia,3,"[['15', 1], ['21', 2], ['23', 2]]"
sueco,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
sugestoes,2,"[['21', 4], ['23', 4]]"
sugiro,1,"[['3', 2]]"
suica,2,"[['21', 2], ['23', 2]]"
sujeitas,1,"[['43', 1]]"
sujeito,2,"[['21', 2], ['23', 2]]"
sujeitos,4,"[['3', 3], ['4', 3], ['7', 3], ['9', 3]]"
sul,2,"[['21', 2], ['23', 2]]"
sulmaster,1,"[['8', 1]]"
sunshine,1,"[['22', 1]]"
supcase,1,"[['8', 1]]"
super,7,"[['3', 8], ['7', 2], ['60', 2], ['64', 2], ['68', 1], ['70', 1], ['74', 1]]"
superou,1,"[['4', 1]]"
suplementos,2,"[['20', 1], ['43', 2]]"
suporta,3,"[['11', 1], ['15', 1], ['16', 2]]"
suportar,2,"[['16', 1], ['69', 1]]"
suporte,7,"[['2', 5], ['3', 1], ['4', 1], ['7', 1], ['9', 1], ['15', 1], ['18', 5]]"
supplies,1,"[['22', 1]]"
support,2,"[['3', 1], ['10', 1]]"
supposedly,1,"[['9', 1]]"
suriname,2,"[['21', 1], ['23', 1]]"
surpreender,1,"[['1', 1]]"
surprise,1,"[['9', 1]]"
surround,1,"[['60', 1]]"
sutil,1,"[['64', 1]]"
switch,1,"[['60', 3]]"
system,4,"[['10', 2], ['21', 1], ['23', 2], ['24', 1]]"
t500,1,"[['8', 1]]"
t500nzaqzto,1,"[['8', 1]]"
t505nzdqzto,1,"[['2', 1]]"
t720,1,"[['16', 1]]"
tab,2,"[['2', 1], ['8', 1]]"
tablet,2,"[['2', 4], ['8', 1]]"
tablets,9,"[['2', 1], ['3', 2], ['4', 2], ['7', 2], ['8', 1], ['9', 2], ['20', 1], ['22', 1], ['43', 3]]"
tailandes,4,"[['11', 2], ['15', 2], ['16', 1], ['18', 1]]"
tailandia,6,"[['11', 1], ['15', 1], ['16', 1], ['18', 1], ['21', 2], ['23', 2]]"
taiwan,4,"[['11', 1], ['15', 1], ['21', 2], ['23', 2]]"
tajiquistao,2,"[['21', 1], ['23', 1]]"
take,1,"[['22', 1]]"
taking,1,"[['22', 1]]"
tal,4,"[['3', 30], ['4', 30], ['7', 30], ['9', 30]]"
talk,3,"[['21', 2], ['22', 2], ['24', 2]]"
talvez,1,"[['24', 2]]"
tamanho,8,"[['3', 5], ['4', 3], ['7', 1], ['9', 3], ['11', 4], ['15', 4], ['16', 4], ['18', 4]]"
tamano,1,"[['3', 1]]"
tambem,13,"[['2', 8], ['3', 15], ['4', 10], ['7', 9], ['9', 9], ['11', 2], ['15', 2], ['16', 2], ['18', 2], ['21', 1], ['23', 1], ['43', 2], ['75', 1]]"
tambien,1,"[['3', 1]]"
tamil,3,"[['11', 2], ['15', 2], ['18', 1]]"
tampa,1,"[['22', 1]]"
tanda,1,"[['3', 1]]"
tanta,1,"[['3', 1]]"
tanto,2,"[['3', 4], ['4', 1]]"
tantos,1,"[['3', 1]]"
tao,1,"[['3', 1]]"
tap,1,"[['24', 1]]"
tarde,1,"[['3', 1]]"
tarde.,4,"[['3', 2], ['4', 2], ['7', 2], ['9', 1]]"
tarifa,2,"[['21', 1], ['23', 1]]"
tarifas,3,"[['21', 3], ['23', 3], ['24', 1]]"
tarjeta,1,"[['9', 3]]"
task,4,"[['11', 3], ['15', 3], ['16', 3], ['18', 3]]"
tava,1,"[['3', 1]]"
taxa,4,"[['3', 2], ['4', 1], ['11', 1], ['15', 2]]"
taxas.,2,"[['21', 1], ['23', 1]]"
tcheca,3,"[['15', 1], ['21', 2], ['23', 2]]"
tcheco,3,"[['11', 1], ['15', 1], ['16', 1]]"
tdd,3,"[['11', 1], ['15', 1], ['18', 1]]"
tech,1,"[['9', 1]]"
technicians,1,"[['21', 1]]"
technology,1,"[['22', 1]]"
technology.,1,"[['22', 1]]"
teclado,10,"[['3', 1], ['43', 1], ['60', 4], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
tecmasters,1,"[['60', 1]]"
tecnica,2,"[['3', 1], ['43', 1]]"
tecnicos,4,"[['3', 2], ['4', 1], ['7', 1], ['9', 1]]"
tecnologia,17,"[['2', 1], ['3', 4], ['4', 1], ['7', 1], ['8', 2], ['9', 2], ['11', 1], ['20', 6], ['43', 1], ['60', 2], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
tecnologia.,1,"[['60', 1]]"
tel,1,"[['43', 1]]"
tela,16,"[['2', 13], ['3', 18], ['4', 6], ['8', 17], ['9', 7], ['11', 5], ['15', 5], ['16', 4], ['18', 7], ['22', 1], ['60', 1], ['68', 2], ['69', 1], ['70', 4], ['74', 2], ['75', 4]]"
telas,1,"[['22', 1]]"
telcel,1,"[['9', 1]]"
telecom,1,"[['9', 1]]"
telecomunicacoes,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
telefone,14,"[['3', 2], ['4', 2], ['7', 2], ['11', 1], ['16', 1], ['22', 3], ['43', 1], ['64', 1], ['68', 2], ['69', 2], ['70', 1], ['71', 1], ['74', 2], ['75', 1]]"
telefones,7,"[['2', 1], ['8', 1], ['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
telefonia,1,"[['43', 2]]"
telefonieren,1,"[['3', 1]]"
telefono,2,"[['3', 3], ['9', 2]]"
telefonos,1,"[['3', 1]]"
telegram,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
telemacro,1,"[['15', 1]]"
televendas,1,"[['43', 2]]"
televisores,4,"[['3', 2], ['4', 2], ['7', 2], ['9', 2]]"
telugu,3,"[['11', 2], ['15', 2], ['18', 1]]"
tem,11,"[['3', 16], ['4', 21], ['7', 15], ['8', 1], ['9', 15], ['21', 1], ['23', 1], ['43', 1], ['69', 1], ['70', 2], ['75', 1]]"
temos,1,"[['3', 1]]"
tempo,9,"[['3', 1], ['7', 1], ['10', 1], ['11', 16], ['15', 16], ['16', 16], ['18', 16], ['69', 2], ['70', 1]]"
tempo.,1,"[['69', 1]]"
tempos.,1,"[['60', 1]]"
tendencias,1,"[['20', 1]]"
tendoes,1,"[['3', 1]]"
tener,1,"[['9', 1]]"
tenga,1,"[['3', 1]]"
tengas,1,"[['3', 1]]"
tengo,1,"[['9', 3]]"
tenha,7,"[['3', 7], ['4', 7], ['7', 7], ['9', 6], ['43', 1], ['69', 1], ['75', 1]]"
tenho,2,"[['3', 1], ['7', 2]]"
tenia,1,"[['9', 1]]"
tenian,1,"[['3', 1]]"
tenis,1,"[['20', 3]]"
tentando,3,"[['44', 1], ['45', 1], ['46', 1]]"
tentativa,1,"[['3', 1]]"
tente,13,"[['1', 1], ['3', 4], ['4', 4], ['7', 4], ['9', 1], ['20', 1], ['21', 1], ['22', 1], ['23', 1], ['24', 1], ['44', 1], ['45', 1], ['46', 1]]"
tenucine,1,"[['23', 1]]"
ter,1,"[['3', 1]]"
tera,5,"[['3', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
terca,2,"[['2', 1], ['8', 1]]"
terceiro,4,"[['3', 30], ['4', 30], ['7', 30], ['9', 30]]"
termica,1,"[['43', 1]]"
termina,7,"[['22', 4], ['60', 1], ['68', 1], ['69', 1], ['70', 1], ['74', 1], ['75', 1]]"
terminam,1,"[['22', 1]]"
termino,1,"[['43', 1]]"
termo,1,"[['43', 1]]"
termos,2,"[['21', 2], ['23', 2]]"
terms,6,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['23', 1]]"
testado,1,"[['22', 1]]"
teste,1,"[['20', 1]]"
tested,1,"[['21', 2]]"
testei,1,"[['3', 1]]"
teto,1,"[['20', 1]]"
than,1,"[['22', 4]]"
thank,3,"[['10', 1], ['21', 2], ['23', 1]]"
thanks,1,"[['21', 2]]"
thanksgiving,1,"[['22', 1]]"
that,3,"[['9', 1], ['22', 3], ['23', 2]]"
the,10,"[['9', 18], ['10', 1], ['11', 3], ['15', 3], ['16', 3], ['18', 3], ['21', 5], ['22', 35], ['23', 11], ['24', 2]]"
theater,1,"[['43', 1]]"
there,2,"[['22', 2], ['23', 2]]"
these,1,"[['23', 2]]"
they,1,"[['21', 1]]"
theyre,1,"[['22', 1]]"
thiago,1,"[['4', 1]]"
thinking.,1,"[['9', 1]]"
thinq,1,"[['23', 18]]"
this,4,"[['9', 6], ['10', 1], ['22', 3], ['23', 5]]"
tho,1,"[['23', 1]]"
thor,1,"[['4', 2]]"
those,1,"[['23', 1]]"
"though,it",1,"[['9', 1]]"
three,1,"[['22', 1]]"
tickets,1,"[['22', 1]]"
tiene,2,"[['3', 3], ['9', 1]]"
tiktok,5,"[['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
tipico,2,"[['11', 1], ['15', 2]]"
tipo,8,"[['2', 2], ['3', 5], ['4', 1], ['7', 2], ['11', 3], ['15', 3], ['16', 4], ['18', 7]]"
tipos.,1,"[['64', 1]]"
tirar,2,"[['3', 2], ['4', 1]]"
tire,2,"[['68', 1], ['74', 1]]"
tirou,1,"[['3', 1]]"
titanium,2,"[['2', 1], ['68', 2]]"
titulo,6,"[['3', 1], ['4', 1], ['7', 1], ['9', 1], ['21', 1], ['23', 1]]"
titulos,1,"[['1', 1]]"
tive,1,"[['3', 4]]"
tiver,2,"[['10', 1], ['24', 1]]"
tiverem,4,"[['3', 2], ['4', 2], ['7', 2], ['9', 2]]"
tle,1,"[['18', 1]]"
tmobile.,1,"[['23', 1]]"
toda,6,"[['3', 14], ['4', 14], ['7', 14], ['9', 14], ['21', 2], ['23', 2]]"
todas,15,"[['1', 1], ['3', 11], ['4', 8], ['7', 8], ['9', 10], ['11', 1], ['15', 1], ['16', 2], ['18', 1], ['20', 4], ['21', 3], ['22', 13], ['23', 3], ['24', 1], ['60', 1]]"
today,1,"[['22', 1]]"
todo,5,"[['3', 4], ['68', 1], ['69', 1], ['70', 2], ['74', 1]]"
todos,26,"[['1', 7], ['2', 3], ['3', 7], ['4', 7], ['7', 7], ['8', 3], ['9', 7], ['10', 1], ['11', 1], ['15', 1], ['16', 1], ['18', 1], ['20', 2], ['21', 7], ['22', 5], ['23', 7], ['24', 4], ['43', 2], ['60', 3], ['64', 3], ['68', 2], ['69', 3], ['70', 2], ['71', 2], ['74', 2], ['75', 2]]"
tof,1,"[['9', 1]]"
tolles,1,"[['3', 2]]"
tomada,2,"[['4', 1], ['11', 1]]"
tomada.,1,"[['70', 1]]"
tons,1,"[['64', 1]]"
too,1,"[['23', 1]]"
took,1,"[['9', 1]]"
tool.,1,"[['21', 1]]"
top,6,"[['3', 2], ['4', 2], ['7', 3], ['9', 1], ['21', 2], ['23', 2]]"
top.,2,"[['4', 1], ['7', 2]]"
topesk,2,"[['4', 2], ['7', 2]]"
topo,3,"[['3', 1], ['21', 1], ['23', 1]]"
toque,6,"[['3', 1], ['4', 1], ['11', 1], ['15', 2], ['16', 2], ['70', 1]]"
tornar,1,"[['3', 1]]"
torne,1,"[['20', 1]]"
torre,7,"[['1', 1], ['2', 1], ['3', 1], ['4', 1], ['7', 1], ['8', 1], ['9', 1]]"
total,9,"[['3', 4], ['4', 4], ['7', 4], ['9', 1], ['11', 4], ['15', 4], ['16', 4], ['18', 4], ['22', 2]]"
total.,4,"[['3', 6], ['4', 6], ['7', 6], ['9', 6]]"
total_slides,1,"[['24', 3]]"
touch,1,"[['24', 1]]"
touchscreen,1,"[['70', 1]]"
tough,1,"[['9', 2]]"
tower,1,"[['60', 1]]"
towers,1,"[['21', 2]]"
toys,2,"[['20', 1], ['22', 2]]"
tpu,2,"[['9', 1], ['18', 1]]"
trabalha,8,"[['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
trabalhamos,4,"[['3', 2], ['4', 2], ['7', 2], ['9', 1]]"
trabalhe,9,"[['43', 1], ['60', 1], ['64', 1], ['68', 1], ['69', 1], ['70', 1], ['71', 1], ['74', 1], ['75', 1]]"
trabalho,1,"[['22', 1]]"
tracfone,2,"[['21', 1], ['22', 1]]"
tradicao,1,"[['18', 1]]"
tradicional,3,"[['11', 2], ['15', 2], ['16', 1]]"
traducao,2,"[['21', 3], ['23', 3]]"
traduzidos,5,"[['20', 2], ['21', 1], ['22', 1], ['23', 1], ['24', 1]]"
traduzir,2,"[['3', 6], ['9', 6]]"
trambolho,1,"[['3', 2]]"
trancado,1,"[['2', 1]]"
tranquilamente,2,"[['68', 1], ['74', 1]]"
tranquilo,1,"[['3', 1]]"
transacao,4,"[['3', 2], ['4', 2], ['7', 2], ['9', 1]]"
transferencia,1,"[['8', 1]]"
transparente,1,"[['9', 2]]"
transportadora,4,"[['11', 1], ['15', 1], ['16', 1], ['18', 1]]"
transporte,5,"[['10', 1], ['11', 2], ['15', 2], ['16', 2], ['18', 2]]"
